Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sample,,,2018-06-05 17:06:48,2018-06-05 17:10:29,3m - 41.877s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-06-05 17:06:48,2018-06-05 17:07:13,24.513s,PASSED
startApplication,,,2018-06-05 17:06:48,2018-06-05 17:07:06,17.696s,PASSED
delay,,,2018-06-05 17:07:06,2018-06-05 17:07:11,5.066s,PASSED
verifyElementExist,,,2018-06-05 17:07:11,2018-06-05 17:07:12,0.370s,PASSED
delay,,,2018-06-05 17:07:12,2018-06-05 17:07:13,1.003s,PASSED
,,,,,,
Test Cases/CompetencyTraining/VisitCompetencyTraining,,,2018-06-05 17:07:13,2018-06-05 17:10:27,3m - 13.943s,PASSED
tap,,,2018-06-05 17:07:13,2018-06-05 17:07:13,0.347s,PASSED
delay,,,2018-06-05 17:07:13,2018-06-05 17:07:14,1.009s,PASSED
verifyElementExist,,,2018-06-05 17:07:14,2018-06-05 17:07:15,0.778s,PASSED
delay,,,2018-06-05 17:07:15,2018-06-05 17:07:16,1.008s,PASSED
tap,,,2018-06-05 17:07:16,2018-06-05 17:07:17,0.651s,PASSED
delay,,,2018-06-05 17:07:17,2018-06-05 17:07:18,1.005s,PASSED
verifyElementText,,,2018-06-05 17:07:18,2018-06-05 17:07:18,0.335s,PASSED
delay,,,2018-06-05 17:07:18,2018-06-05 17:07:19,1.005s,PASSED
tap,,,2018-06-05 17:07:19,2018-06-05 17:07:21,1.370s,PASSED
delay,,,2018-06-05 17:07:21,2018-06-05 17:07:22,1.004s,PASSED
verifyElementText,,,2018-06-05 17:07:22,2018-06-05 17:07:22,0.270s,PASSED
delay,,,2018-06-05 17:07:22,2018-06-05 17:07:23,1.005s,PASSED
tap,,,2018-06-05 17:07:23,2018-06-05 17:07:24,1.512s,PASSED
delay,,,2018-06-05 17:07:24,2018-06-05 17:07:25,1.005s,PASSED
verifyElementText,,,2018-06-05 17:07:25,2018-06-05 17:07:26,0.171s,PASSED
delay,,,2018-06-05 17:07:26,2018-06-05 17:07:27,1.005s,PASSED
tap,,,2018-06-05 17:07:27,2018-06-05 17:07:28,0.934s,PASSED
delay,,,2018-06-05 17:07:28,2018-06-05 17:07:29,1.004s,PASSED
verifyElementText,,,2018-06-05 17:07:29,2018-06-05 17:07:29,0.205s,PASSED
delay,,,2018-06-05 17:07:29,2018-06-05 17:07:30,1.003s,PASSED
tap,,,2018-06-05 17:07:30,2018-06-05 17:07:32,2.043s,PASSED
delay,,,2018-06-05 17:07:32,2018-06-05 17:07:33,1.005s,PASSED
verifyElementExist,,,2018-06-05 17:07:33,2018-06-05 17:07:33,0.139s,PASSED
delay,,,2018-06-05 17:07:33,2018-06-05 17:07:34,1.003s,PASSED
tap,,,2018-06-05 17:07:34,2018-06-05 17:07:37,3.278s,PASSED
delay,,,2018-06-05 17:07:37,2018-06-05 17:07:42,5.004s,PASSED
tap,,,2018-06-05 17:07:42,2018-06-05 17:07:43,1.035s,PASSED
delay,,,2018-06-05 17:07:43,2018-06-05 17:07:44,1.003s,PASSED
verifyElementText,,,2018-06-05 17:07:44,2018-06-05 17:07:45,0.601s,PASSED
delay,,,2018-06-05 17:07:45,2018-06-05 17:07:46,1.007s,PASSED
tap,,,2018-06-05 17:07:46,2018-06-05 17:07:46,0.389s,PASSED
delay,,,2018-06-05 17:07:46,2018-06-05 17:07:47,1.005s,PASSED
verifyElementText,,,2018-06-05 17:07:47,2018-06-05 17:07:49,1.542s,PASSED
delay,,,2018-06-05 17:07:49,2018-06-05 17:07:50,1.002s,PASSED
tap,,,2018-06-05 17:07:50,2018-06-05 17:07:50,0.296s,PASSED
delay,,,2018-06-05 17:07:50,2018-06-05 17:07:51,1.002s,PASSED
verifyElementText,,,2018-06-05 17:07:51,2018-06-05 17:07:52,0.792s,PASSED
delay,,,2018-06-05 17:07:52,2018-06-05 17:07:53,1.003s,PASSED
